Account_Length_days,Voicemail_Messages,Call_mins_day,Call_mins_eve,Call_mins_night,CustomerService_Calls,International_Calls,Customer_Age,Customer_Gender,Churn
110,0,151.8,138,233.5,3,8,37,female,no 
43,0,135.8,163.2,229.8,0,3,23,male  ,no 
124,0,160.9,144.2,120.4,1,12,58,male  ,no 
106,0,178.4,247,259.9,0,2,24,female,no 
78,0,231,230.4,261.4,1,0,40,female,no 
48,0,188.4,165.9,205.7,1,0,30,female,no 
99,0,159.7,155.4,255.7,1,0,36,male  ,no 
94,0,136.2,165.1,137.9,0,5,36,male  ,no 
134,32,216.8,102.2,174,0,2,21,female,no 
98,22,278.3,93.4,107.6,0,5,29,male  ,no 
101,17,193.9,189.8,196.3,0,0,66,female,no 
112,0,168.6,298,194.7,0,5,19,female,no 
76,0,171.1,257.2,91.6,1,3,31,male  ,no 
86,0,83.8,240.2,158.6,1,8,27,female,no 
127,28,95.9,159.5,152.8,1,3,35,male  ,no 
165,0,150.5,193.1,311.6,0,2,41,male  ,no 
117,0,168.8,241.4,204.8,0,4,49,male  ,no 
78,0,147.1,199.7,160.7,0,7,27,male  ,no 
83,41,155.9,162.3,127.6,3,5,36,male  ,no 
68,0,159.5,240.8,210.3,0,3,28,female,no 
78,0,252.9,178.4,263.9,0,0,42,male  ,no 
107,0,157.1,162.6,150,1,6,40,male  ,no 
105,0,162.3,212.5,214.7,0,0,58,male  ,no 
146,0,169.5,230.9,269.8,0,7,48,female,no 
90,39,94.8,219.1,197.4,1,5,25,male  ,no 
159,0,198.8,195.5,213.3,0,0,41,female,no 
154,35,224,192,163.1,0,0,27,male  ,no 
64,48,94.4,136.2,147.4,0,4,27,female,no 
32,26,243.5,236.8,173.3,0,9,51,female,no 
67,40,104.9,216.3,217.4,1,9,27,male  ,no 
161,38,240.4,201.8,206.1,0,6,23,male  ,no 
148,0,178.3,282.6,181,1,4,24,male  ,no 
103,0,198.5,42.5,179.2,0,5,21,female,no 
148,0,17.6,161.7,203.1,1,6,20,female,no 
131,39,69.1,101.3,104.8,0,4,36,male  ,no 
94,0,181.8,202.4,245.9,4,2,24,female,no 
50,22,252.9,177.9,158.4,0,0,37,female,no 
81,36,115.9,236.6,255,0,0,65,male  ,no 
125,0,203.4,128.7,190.5,1,4,30,male  ,no 
80,0,160.6,237,245.1,1,1,29,female,no 
59,0,179.4,232.5,175.8,0,0,41,male  ,no 
103,0,167.8,212.9,208.2,0,0,19,male  ,no 
123,0,257.9,211.6,189.3,0,2,31,male  ,no 
66,0,170.5,254.3,197.3,2,2,47,female,no 
86,38,123,133.9,138.2,1,4,29,female,no 
86,0,190.5,179.6,258.5,3,5,36,female,no 
130,0,124.3,270.7,239.5,0,6,38,male  ,no 
107,38,219.4,180.5,104.1,2,1,32,male  ,no 
109,35,230.5,265.8,269.7,5,6,23,male  ,no 
45,0,207.6,152.7,217.8,1,0,52,male  ,no 
195,0,63.2,220.2,184,0,3,37,female,no 
50,24,214.3,289.8,312.5,1,4,22,male  ,no 
69,0,143.6,141.8,194,3,5,34,female,no 
67,0,176.2,236,152.5,1,0,26,female,no 
69,0,183.4,237.6,228,0,5,52,female,no 
81,0,175.5,249.3,270.2,0,0,70,female,no 
85,0,210.3,195.8,221.6,1,7,36,female,no 
139,25,138.3,80.6,163.7,0,8,41,male  ,no 
80,0,118.1,144.3,225.1,1,6,67,male  ,no 
48,0,210.8,189.6,157.6,2,0,37,female,no 
146,32,154,185.5,148.2,3,4,66,female,no 
97,0,144.2,226.7,144.6,3,4,41,male  ,no 
138,17,225.2,173.4,145.8,0,0,20,female,no 
75,38,163.6,146.7,345.8,0,3,37,male  ,no 
104,0,200.2,118.7,236.6,2,0,41,female,no 
120,24,227.5,234.9,166.4,1,13,55,male  ,no 
138,26,183.9,240.7,185.7,0,3,39,female,no 
96,0,160.2,267.5,228.5,0,5,53,male  ,no 
88,0,215.6,216.2,171.3,0,0,19,female,no 
186,26,74.3,177.3,296.3,2,0,72,female,no 
93,0,179.5,191.9,165.5,0,4,24,male  ,no 
72,21,186.7,335,187.2,1,0,39,female,no 
125,0,182.3,139.8,171.6,2,7,48,female,no 
120,0,192.6,206.4,283.2,0,3,66,male  ,no 
162,0,220.6,155.2,186.7,1,0,55,female,no 
37,39,149.7,211.1,114.3,1,4,44,male  ,no 
130,0,242.5,102.8,142.4,2,2,22,male  ,no 
127,0,224.3,185.7,159.4,2,0,22,male  ,no 
74,0,262.3,198.9,165.9,3,5,19,male  ,no 
136,16,90.4,201.3,227.1,0,4,33,female,no 
141,22,215.4,328.7,160.5,1,0,25,female,no 
87,0,136.3,172.2,137.5,0,5,33,male  ,no 
61,0,197.3,264.5,210.5,0,6,46,female,no 
141,0,192.4,156.9,175.8,0,6,29,male  ,no 
61,20,254.4,161.7,251.4,0,4,38,female,no 
179,38,220.1,234.3,237.3,0,4,27,female,no 
87,0,184.5,172,183.4,3,3,25,female,no 
169,0,179.2,175.2,228.6,0,0,51,female,no 
155,30,61.6,255.1,225.9,1,0,55,female,no 
102,29,214.7,314.3,280.2,0,2,45,male  ,no 
155,21,195.9,213.9,88.2,0,4,20,male  ,no 
101,0,118.6,199.6,53.3,1,5,52,female,no 
64,0,194.2,173.4,268.7,2,2,39,female,no 
11,0,143.4,289.4,194,2,6,50,male  ,no 
41,37,239.8,221.9,189.1,0,1,63,female,no 
129,0,267.4,204.2,111.7,0,0,25,male  ,no 
104,0,263.4,235.5,102,0,0,73,female,no 
146,0,109,265.8,228.3,0,0,63,female,no 
190,0,150.9,268.6,179.9,0,0,38,female,no 
19,34,156.6,224.2,260.9,1,1,36,female,no 
136,29,85.2,230.4,243.6,2,0,66,male  ,no 
35,37,181.2,177.6,228,0,0,26,female,no 
117,31,104.9,237.6,263.4,0,0,57,male  ,no 
114,0,172,276.4,193.7,1,9,33,female,no 
105,0,166.1,175.9,243.5,0,0,28,male  ,no 
39,0,154.1,204.2,196.2,2,0,20,female,no 
141,39,116.9,276.5,289.9,0,2,33,male  ,no 
190,0,169.4,253.5,197.1,1,5,19,male  ,no 
165,39,167.4,172.7,192.6,3,4,43,female,no 
120,33,299.5,163.4,146.7,0,5,25,male  ,no 
83,0,208.9,214.8,247.9,0,5,65,male  ,no 
94,0,190.4,92,224.8,2,17,72,male  ,no 
141,37,258.6,222,326.4,0,5,28,male  ,no 
95,32,262.2,165.2,194.3,0,5,36,female,no 
107,28,201.8,304.9,225.6,1,0,22,female,no 
38,25,142.4,313.7,126.6,0,0,38,male  ,no 
58,22,224.1,238.8,174.2,2,7,42,male  ,no 
78,0,130.8,223.7,227.8,0,0,20,female,no 
80,0,51.5,164,169.4,3,4,54,male  ,no 
65,0,195.4,181.2,178.5,0,0,32,male  ,no 
96,0,170.5,277.5,162.5,0,6,29,male  ,no 
210,31,313.8,147.7,192.7,0,7,31,female,no 
69,31,194.9,191.6,153,2,2,36,female,no 
60,0,180.3,208,181.2,2,0,41,male  ,no 
15,0,141.4,123.9,323.5,0,0,26,male  ,no 
99,0,155.3,265.7,145.7,0,0,54,female,no 
126,0,161.4,220.6,249.2,0,2,32,female,no 
59,0,166.3,239.3,123.2,2,3,36,male  ,no 
128,0,187.3,270.8,206.4,0,5,29,female,no 
79,0,130.2,290.9,194.8,3,6,31,male  ,no 
125,23,120.5,227.8,158.5,1,3,27,female,no 
119,0,154.5,193.6,180.9,2,3,41,female,no 
77,0,239.2,150,160.8,5,0,38,male  ,no 
115,0,268,153.6,232.3,0,1,50,male  ,no 
142,40,230.7,256.8,263.9,1,3,34,male  ,no 
76,0,165.7,257.4,170.8,0,0,41,male  ,no 
55,0,194.1,176.6,302.8,0,7,38,female,no 
143,0,155.5,213.4,237.9,0,0,38,male  ,no 
163,0,178.7,215.7,152.7,4,0,28,female,no 
67,0,215.5,190.7,214.5,1,6,63,male  ,no 
125,0,224.9,143.8,198.9,0,0,48,male  ,no 
76,0,198.3,217.1,188.4,0,0,34,female,no 
24,29,236.3,190.8,129,3,0,53,female,no 
38,0,137.8,286.3,167,0,0,25,male  ,no 
143,0,209.1,106.1,179.6,0,6,40,female,no 
148,21,262.9,149.5,140.5,1,0,32,male  ,no 
136,0,256.8,230.1,143.6,3,10,36,female,no 
92,0,197.2,242.3,192,2,5,47,male  ,no 
127,28,235.6,236.8,241.2,1,0,52,female,no 
101,0,232.7,186.4,153.3,5,0,34,male  ,no 
125,34,268.4,222.2,117.6,0,0,26,female,no 
116,34,268.6,178.2,166.3,2,3,24,female,no 
101,16,118.9,228.3,180.1,2,5,60,male  ,no 
96,31,183.4,195.5,180.1,1,0,56,male  ,no 
185,19,157.3,257.7,190.4,0,0,22,female,no 
46,0,122.2,167.2,194.8,1,6,28,female,no 
35,27,241.7,142,288.9,0,4,28,female,no 
99,0,128.8,203.9,282.6,2,4,21,male  ,no 
130,12,141.9,228.9,195.1,0,0,23,male  ,no 
68,0,172.7,139.1,174.3,2,1,24,female,no 
96,0,97.6,105.5,220.2,1,9,52,male  ,no 
87,0,156.8,215.8,223.3,0,0,39,male  ,no 
118,0,253.2,201,195.3,0,7,46,female,no 
148,0,124.4,179.7,253,0,0,56,male  ,no 
90,0,109.9,220.8,104,0,6,33,male  ,no 
80,0,194.8,209.9,194.1,0,0,38,male  ,no 
84,0,299.4,61.9,196.9,2,0,27,male  ,no 
111,0,191.3,138.5,246,2,0,43,female,yes
44,0,240.3,164.6,240.7,0,2,31,female,yes
101,0,124.8,257.2,193.2,0,0,39,male  ,yes
78,0,162.3,192.4,240.6,0,0,39,female,yes
137,0,97.5,195.8,288.8,1,0,21,female,yes
113,0,81.3,220.6,235.7,0,3,34,male  ,yes
78,0,168.3,221.2,241,1,1,31,female,yes
115,33,145,194.5,242.3,2,0,39,male  ,yes
64,0,124.1,192.8,162.9,3,5,48,male  ,yes
167,0,207.6,132.4,255.2,0,0,24,female,yes
83,0,259.7,152.7,224.7,0,2,19,female,yes
167,0,166.4,243.2,229.2,1,5,42,female,yes
82,19,146.5,246.4,199,0,0,54,female,yes
117,0,198.4,249.5,162.8,1,5,48,female,yes
86,21,197.9,165.6,208,0,0,43,female,yes
34,0,193.7,126.9,221.2,0,0,31,male  ,yes
46,0,164.2,196.2,236.1,0,0,25,female,yes
83,25,191.3,250.7,249.4,0,5,19,male  ,yes
46,0,124.8,157.3,199.3,2,4,27,female,yes
73,0,203.3,141.9,200.7,0,0,45,male  ,yes
94,0,190.6,152.3,144.7,1,5,19,male  ,yes
137,0,230.2,220.4,204.7,0,7,27,male  ,yes
86,29,157.2,196.3,226.7,3,0,33,male  ,yes
107,26,161.6,195.5,254.4,1,3,20,male  ,yes
64,19,180.1,127.5,237.4,0,0,40,male  ,yes
152,0,140.5,186.8,227,2,0,40,female,yes
114,0,191.5,175.2,220.3,0,0,20,female,yes
115,0,195.9,227,313.2,2,0,42,male  ,yes
49,0,119.4,273.3,214.4,0,0,44,male  ,yes
142,0,232.1,168.2,197.3,0,0,47,male  ,yes
167,0,244.8,60.8,176.7,2,3,53,male  ,yes
153,0,166.8,143.5,210.7,0,4,28,female,yes
138,0,240.8,144.5,125.7,0,1,45,male  ,yes
78,0,139.2,191.4,286.5,3,3,41,male  ,yes
55,20,189.3,118.6,250.2,2,0,44,male  ,yes
116,0,205,140.9,272.6,2,4,24,female,yes
103,0,141.3,253.6,215.8,1,2,40,female,yes
106,0,220.7,270.2,121.6,1,5,39,female,yes
129,0,198.4,264.7,111.4,2,0,33,male  ,yes
81,0,173.2,236.2,240.2,0,6,38,female,yes
161,0,107.5,256.4,247.2,2,3,60,male  ,yes
150,0,169.2,216.8,179.4,1,0,68,male  ,yes
160,29,164.6,262.8,123.8,1,0,33,male  ,yes
116,35,118,167.2,205.7,2,2,33,female,yes
93,0,146.3,216.6,233,0,0,27,female,yes
166,0,152.1,121,198,0,5,31,female,yes
54,0,210.5,204.5,127.8,1,0,46,male  ,yes
63,0,83,177,245.7,0,3,29,male  ,yes
87,0,171.6,205,170.6,0,0,39,male  ,yes
149,43,206.7,174.6,241.5,1,3,30,male  ,yes
95,32,247,125.6,226.5,0,0,51,male  ,yes
73,0,240.3,162.5,231.9,0,3,32,male  ,yes
204,0,174.3,254.1,176.4,0,0,23,female,yes
104,0,278.4,81,163.2,1,5,25,female,yes
140,0,194.8,170.9,225.1,0,0,22,female,yes
73,0,214.3,268.5,241.2,1,0,61,male  ,yes
144,0,133.3,255.5,228.6,0,2,23,male  ,yes
58,0,243.1,231.4,180.9,0,4,27,male  ,yes
73,0,241.7,168.5,169.8,2,0,59,male  ,yes
85,0,201.4,229.4,252.5,0,3,56,male  ,yes
70,0,232.8,303.4,255.6,0,7,35,female,yes
96,0,180.6,190.9,295.6,1,4,62,female,yes
108,32,209.5,109.6,189.7,6,6,27,female,yes
72,0,287.4,235.3,292.1,4,3,27,male  ,yes
46,0,250.3,260.6,311,2,2,20,female,yes
161,0,332.9,317.8,160.6,4,9,22,male  ,yes
68,0,162.1,155,189.7,5,9,25,male  ,yes
113,0,245.3,259.9,204.3,3,2,23,male  ,yes
122,0,296.4,214.8,133.9,4,3,30,female,yes
128,0,227.9,302.6,191.5,1,7,23,male  ,yes
65,0,245.7,241.9,285.3,4,5,22,male  ,yes
130,0,263.7,186.5,195.3,1,6,20,male  ,yes
147,0,274,231.8,283.6,0,1,26,male  ,yes
82,0,167.1,131.8,187.4,6,1,25,male  ,yes
138,28,211.2,312.5,178,3,2,24,male  ,yes
65,0,129.1,228.5,208.8,4,6,28,male  ,yes
27,0,226.3,274.3,242.7,2,3,34,male  ,yes
141,32,322.4,283.2,209.5,1,3,36,female,yes
149,0,119.2,168.3,204.7,4,6,19,male  ,yes
76,0,107.3,238.2,271.8,4,3,42,female,yes
50,0,131.1,160.5,206.9,5,9,25,female,yes
45,0,78.6,187.3,184.2,1,5,20,female,yes
55,0,285.7,230.9,230.7,0,7,18,male  ,yes
93,38,225.7,119.6,193.2,1,0,60,female,yes
85,0,165.8,190,144,5,3,38,female,yes
98,0,217.2,303.4,197.1,0,2,18,male  ,yes
144,48,189.8,123.4,214.2,2,0,35,female,yes
88,0,85.7,221.6,190.6,4,3,46,male  ,yes
144,0,61.6,77.1,173,4,7,38,male  ,yes
79,0,157.6,194.1,231.5,5,10,23,female,yes
37,0,172.9,183,226.4,0,1,33,male  ,yes
68,24,125.7,275.9,214.5,3,6,24,male  ,yes
71,0,238,278.5,193.1,0,10,57,female,yes
161,0,191.9,70.9,204.8,4,4,21,female,yes
71,0,290.4,253.9,263.3,3,5,47,male  ,yes
154,0,145.9,208.2,180.9,0,0,21,female,yes
149,28,126.9,166.9,145.2,5,3,20,male  ,yes
106,26,270.3,215.2,254,1,7,18,male  ,yes
98,36,168,163.2,172.7,6,2,32,female,yes
113,0,209.4,347.3,246,1,2,27,male  ,yes
138,0,46.5,186,167.5,4,4,21,male  ,yes
108,34,162.1,171.8,259.8,4,3,18,male  ,yes
105,0,273.9,278.6,255.3,1,7,32,female,yes
56,0,221.9,278.2,288.1,0,5,21,female,yes
147,35,157.5,189.6,227,3,2,23,female,yes
136,0,269.8,228.8,257.5,1,8,48,female,yes
105,0,106.4,240.1,147.7,6,4,21,male  ,yes
180,0,224.9,250,216.1,3,5,38,male  ,yes
94,0,89.5,339.9,172.9,1,1,24,male  ,yes
116,0,133.3,247.8,219,5,5,24,male  ,yes
126,30,153.4,151.4,153.8,4,4,33,male  ,yes
101,36,123.7,172.6,280.5,1,4,26,male  ,yes
57,0,272.7,224.9,178.2,2,3,22,female,yes
80,0,189.1,223.2,269,2,3,50,female,yes
49,0,266.3,207.8,205,2,2,58,female,yes
127,0,266.6,264.8,207.2,1,2,22,female,yes
135,28,201.4,246.5,154.8,2,4,38,female,yes
75,0,314.6,169.8,285.1,2,3,26,male  ,yes
179,0,287.3,288,266,0,4,21,male  ,yes
75,0,222.4,327,208,1,9,61,female,yes
44,0,288.8,175.9,215.4,0,2,19,male  ,yes
76,0,129.7,177.5,228.9,5,0,24,female,yes
76,0,263.4,230.3,170.6,1,5,29,female,yes
155,0,203.4,190.9,196,0,4,18,female,yes
119,15,160,209.5,82.3,5,5,20,male  ,yes
97,0,145,294.3,239.8,4,2,21,male  ,yes
63,0,261.8,245,202.1,0,4,26,female,yes
54,0,286.6,223.2,203.7,1,5,35,female,yes
76,0,272.7,236.4,235.5,0,2,26,male  ,yes
33,29,157.4,117.9,279.2,4,11,53,female,yes
74,0,125.8,207.7,207.4,1,0,19,female,yes
159,0,257.1,312.2,183,1,6,21,female,yes
99,0,256.4,214.5,233.7,3,1,23,male  ,yes
159,0,275.8,189.5,223.9,2,5,18,male  ,yes
99,0,115.5,218.1,254.9,7,7,39,female,yes
132,36,226.2,181.6,258.8,3,5,23,male  ,yes
95,0,128.6,216.2,255.3,6,2,30,female,yes
77,33,143,212.2,104.9,5,4,24,female,yes
154,0,350.8,216.5,253.9,1,9,46,male  ,yes
24,0,149,131,238.6,2,0,57,female,yes
92,0,184.7,262,239.5,2,6,24,female,yes
127,0,245.2,217.2,243.1,0,6,48,female,yes
119,0,159.1,231.3,143.2,5,0,18,male  ,yes
95,0,228.9,255.7,208,4,2,51,female,yes
95,37,220.2,185.3,205.1,0,2,20,female,yes
34,0,293.7,272.5,178.2,2,10,19,male  ,yes
154,0,154.5,214.2,178,3,2,21,female,yes
137,0,135.1,134.1,223.1,2,2,27,female,yes
133,0,277.3,228.4,350,2,4,32,male  ,yes
24,0,265.6,208.8,182.5,2,6,21,male  ,yes
117,0,287.4,259.6,153.2,1,3,41,male  ,yes
119,0,239.1,243.5,230.9,3,3,34,male  ,yes
93,0,131.4,219.7,155.7,1,2,26,female,yes
124,0,143.3,230.7,214.3,4,2,21,male  ,yes
101,0,89.7,260.1,170.1,5,0,27,female,yes
161,0,322.3,230.4,241.5,2,5,20,female,yes
111,0,123.1,213.9,184.9,5,0,22,male  ,yes
101,0,269.7,207.6,214.2,3,15,24,female,yes
55,45,130.5,208.4,141.6,4,5,27,female,yes
135,41,173.1,203.9,122.2,0,15,25,male  ,yes
60,29,265.9,215.8,108.1,0,12,59,male  ,yes
51,0,153.6,232.9,214.2,0,4,62,male  ,yes
77,28,135.9,244.5,207.5,4,3,40,male  ,yes
46,0,257.4,261.1,311,2,5,27,female,yes
119,0,81.9,253.8,213.1,2,1,19,male  ,yes
77,44,103.2,236.3,203.5,0,2,61,male  ,yes
122,0,231.2,267.8,240.3,1,5,22,female,yes
100,0,70.8,215.6,230.8,6,0,22,male  ,yes
161,0,194.2,249.4,254.9,1,1,37,female,yes
115,0,139.3,192.3,151,7,3,18,male  ,yes
110,27,267.9,263.3,178.1,1,2,39,male  ,yes
77,0,245.2,254.1,300,0,4,21,male  ,yes
147,35,197.3,141.1,212.1,2,4,54,male  ,yes
94,0,234.4,279.3,234.2,1,2,18,male  ,yes
136,0,199.6,211.4,72.4,3,4,26,female,yes
56,0,162.3,149.1,255.5,4,1,20,male  ,yes
108,42,130.1,167,244.7,3,5,31,female,yes
111,0,294.7,294.6,260.1,1,3,29,male  ,yes
64,0,225.3,108.2,139.6,1,9,39,male  ,yes
115,0,122,220.2,179.7,2,0,31,female,yes
68,0,148.5,219.4,198.5,1,7,23,female,yes
91,0,154.4,168.3,239.9,5,4,54,male  ,yes
60,0,205.9,277.4,202,0,2,20,male  ,yes
2,0,132.1,138.9,192.6,2,1,28,female,yes
118,26,170.8,199.5,169.7,5,0,20,female,yes
44,0,288.1,258,300,3,4,55,male  ,yes
161,0,297.9,238.1,240.5,1,5,22,female,yes
74,0,174.1,251.1,257.6,2,5,40,female,yes
163,0,247.7,269.5,167.3,0,7,25,male  ,yes
123,0,242.2,226.1,268.6,5,3,35,female,yes
92,0,252.3,207,284.6,3,5,18,female,yes
90,0,148.2,220.4,134.2,4,1,34,male  ,yes
104,0,234.2,293.1,183.9,0,6,31,male  ,yes
58,0,247.2,303.7,300,2,2,37,male  ,yes
105,28,156.1,107.1,167.7,0,3,27,male  ,yes
108,0,112,193.7,208.9,4,0,21,female,yes
110,0,271.1,237,239.9,2,5,29,male  ,yes
116,0,159.4,179.5,167.8,6,2,26,male  ,yes
100,0,96.5,210.2,146.4,1,3,23,female,yes
112,0,174.3,140.2,215.4,4,0,25,male  ,yes
113,0,272.1,268.5,213.8,1,10,51,female,yes
64,0,236.2,218.6,194.1,2,2,24,female,yes
100,0,278,176.7,219.5,0,4,42,male  ,yes
97,0,256.4,273.9,222.7,1,1,18,male  ,yes
99,0,242.3,350.9,163.1,0,3,20,male  ,yes
97,0,120.8,169.8,194.1,4,3,62,male  ,yes
29,0,313.2,216.3,218.4,2,4,30,female,yes
178,0,124.5,141.2,268.2,2,0,31,female,yes
98,0,0,159.6,167.1,4,1,40,female,yes
173,0,291.8,214.3,151.2,0,2,36,female,yes
102,0,195.7,209.1,201.1,1,3,43,male  ,yes
84,0,289.1,233.8,223.5,2,2,26,male  ,yes
80,0,322.3,222,162.8,0,8,37,male  ,yes
146,0,138.4,158.9,47.4,4,9,19,female,yes
120,0,202,184.3,176,2,2,19,female,yes
108,0,154.2,112.3,246.4,4,4,26,male  ,yes
89,19,112.6,261.7,123.5,0,2,27,male  ,yes
88,0,235.1,251.8,285.9,4,2,22,male  ,yes
91,0,246.4,182,157.6,2,2,26,male  ,yes
91,0,153,141.1,171.5,1,15,21,male  ,yes
161,0,154.7,177.8,172.9,4,2,23,female,yes
87,0,240,134.1,189.1,0,2,39,male  ,yes
162,26,179.7,218.1,212.3,1,8,38,male  ,yes
73,31,82.3,256.1,229.6,6,2,58,female,yes
105,0,273.8,289.7,269.1,2,3,18,male  ,yes
49,0,237.8,208.9,167.8,2,6,28,female,yes
76,0,299.5,226.7,210.7,0,4,34,male  ,yes
37,0,239.9,261.6,207.1,2,4,26,male  ,yes
74,0,282.5,219.9,170,1,4,21,female,yes
159,0,189.1,246.1,242,1,5,26,male  ,yes
57,0,115,122.3,245,0,1,34,female,yes
89,0,326.3,165.1,162.9,1,1,23,female,yes
61,40,105,180.6,174.1,2,2,59,male  ,yes
123,0,236.2,273.9,227,2,6,49,female,yes
61,27,187.5,146.6,225.7,4,6,32,male  ,yes
105,29,220.7,217.7,330,1,6,27,female,yes
201,0,225.9,299.1,251.3,1,4,19,male  ,yes
19,0,259.4,269.7,175.3,1,3,18,male  ,yes
99,0,135.7,208.4,209,7,3,27,male  ,yes
118,21,156.5,209.2,158.7,4,0,24,male  ,yes
113,0,128.7,227.1,178.1,2,0,32,male  ,yes
83,0,337.4,227.4,153.9,0,7,30,male  ,yes
72,33,96.6,315.4,163.3,4,4,27,female,yes
139,0,134.4,211.3,193.6,5,0,57,male  ,yes
16,0,229.6,205.7,166.2,0,2,30,male  ,yes
115,0,345.3,203.4,217.5,1,8,56,male  ,yes
117,0,118.4,249.3,227,5,3,30,male  ,yes
152,41,146.8,285.6,213.6,1,2,23,male  ,yes
36,42,196.8,254.9,138.3,0,6,21,male  ,yes
79,0,268.3,185.5,300,1,7,29,female,yes
52,0,251.4,196.6,192,0,2,23,female,yes
100,0,159.9,179.9,154.4,2,2,47,female,yes
61,0,260,210.5,330,1,3,22,male  ,yes
105,0,281.3,301.5,202.8,0,3,58,male  ,yes
88,0,166.7,179.3,242.7,4,7,39,female,yes
106,0,204,168.5,164,3,0,24,male  ,yes
174,33,167.8,205.3,130,4,4,24,male  ,yes
48,22,152,258.8,263.2,2,5,29,male  ,yes
62,0,159.7,197.5,121.6,0,6,55,female,yes
101,0,239,273,278.2,1,8,22,male  ,yes
88,0,73.3,161.4,239.6,4,3,37,male  ,yes
128,32,223.5,188.8,154.9,2,2,24,female,yes
62,32,218.4,236.7,192.2,0,3,25,male  ,yes
75,0,305.1,188,235.4,0,5,52,male  ,yes
112,0,335.5,212.5,265,2,8,25,female,yes
85,0,236.9,197.7,309.1,2,7,27,male  ,yes
42,0,303.9,232.2,147.1,1,3,20,female,yes
81,0,149.4,171.9,214.5,3,0,19,male  ,yes
111,0,249.8,242.4,231.8,0,4,42,male  ,yes
71,0,278.9,190.2,310,0,7,51,male  ,yes
127,0,143.2,179.5,171.8,4,4,28,male  ,yes
38,0,175.7,211.8,137.9,5,0,33,female,yes
61,0,267.1,180.4,230.6,1,4,38,female,yes
21,0,92.6,161.9,285,5,0,25,female,yes
101,0,158.4,188,219.7,4,4,26,male  ,yes
119,22,172.1,223.6,150,1,20,54,male  ,yes
151,0,218,114.4,269.2,0,1,20,female,yes
89,0,129.2,214.1,214.9,5,4,63,male  ,yes
88,0,301.5,257.7,132.9,4,2,18,male  ,yes
197,0,127.3,222.3,173.9,5,0,36,male  ,yes
106,0,133.7,187.8,181.9,1,2,28,female,yes
88,0,264.8,245.4,160.5,1,2,19,male  ,yes
113,20,157.8,161.5,271.5,5,2,19,male  ,yes
122,0,140,196.4,120.1,4,4,28,male  ,yes
63,0,278,266.4,224.1,4,4,19,male  ,yes
55,0,191.9,256.1,203.7,1,6,26,female,yes
124,0,157.8,203.2,168.7,3,0,44,female,yes
78,0,108.6,209.9,222.6,1,5,25,male  ,yes
64,0,346.8,249.5,275.4,1,9,19,female,yes
118,0,267.8,316.4,208.6,5,11,27,male  ,yes
107,0,294.9,192.8,300,1,5,26,female,yes
100,0,264.5,194,350,2,4,22,female,yes
122,0,230.9,243.2,182.4,0,2,22,female,yes
53,0,228.6,132.8,227.2,9,2,53,male  ,yes
159,0,167.4,143.8,140.1,0,3,22,male  ,yes
23,0,113.1,168.8,262.9,1,2,19,male  ,yes
82,0,266.9,229.7,251.7,3,6,18,male  ,yes
87,0,151,219.7,203.9,5,3,25,male  ,yes
103,36,87.2,169.3,166.7,6,5,40,female,yes
107,0,133.3,182.9,241.1,3,2,39,male  ,yes
70,0,226.7,228.1,73.2,2,0,18,male  ,yes
66,0,154,198.9,151.9,4,3,23,male  ,yes
93,0,216.9,207.4,221.7,1,5,40,female,yes
12,0,249.6,252.4,280.2,1,3,55,male  ,yes
113,0,239.7,282.9,238.4,2,3,60,female,yes
75,0,109,259.3,182.1,4,3,23,female,yes
76,0,246.8,206.3,208.4,0,5,23,male  ,yes
168,0,163.4,240.1,164,2,2,45,male  ,yes
62,0,321.1,265.5,180.5,4,2,33,female,yes
112,0,266,214.6,306.2,2,2,21,female,yes
115,0,251.3,252.5,118.3,3,1,37,female,yes
109,0,264.7,305,197.4,1,9,26,male  ,yes
41,0,232.1,327.1,226.5,3,2,33,male  ,yes
182,0,279.5,203.2,174.2,2,4,27,male  ,yes
119,0,287.1,159.3,216.8,2,1,51,female,yes
119,0,260.1,256.5,229.1,1,2,39,male  ,yes
129,0,137.8,225.8,145.2,1,6,58,male  ,yes
125,0,143.2,88.1,233.2,4,7,19,female,yes
132,0,193.3,128.3,162.1,5,4,48,female,yes
73,0,286.4,178.2,214.2,1,14,26,male  ,yes
169,0,266.7,158.2,287.7,3,3,41,female,yes
125,0,298.4,270.5,107.3,0,2,27,male  ,yes
116,0,288,255.8,233.4,0,4,26,male  ,yes
177,0,266.1,225.2,300,3,8,25,female,yes
105,0,226.9,182.2,203.9,0,2,44,female,yes
182,0,279.1,180.5,217.5,2,11,20,female,yes
107,0,222.3,286,249.4,1,4,24,male  ,yes
73,0,217.8,220.6,277.3,1,6,61,male  ,yes
126,0,249.8,261.9,166.8,3,4,27,male  ,yes
93,0,328.1,151.7,303.5,1,3,59,male  ,yes
119,16,147.2,160.1,184,0,2,19,female,yes
140,0,120.3,240.4,216.4,4,3,27,female,yes
127,0,176.9,167.9,182.2,1,0,18,male  ,yes
115,0,249.9,242.5,151.7,1,6,22,male  ,yes
170,0,285.7,167.5,260,1,4,63,male  ,yes
125,0,113,169.2,156.6,2,5,35,female,yes
121,0,170.4,350.5,297,0,3,18,male  ,yes
115,0,226.4,276.8,213.4,3,4,23,male  ,yes
177,0,248.7,172.3,191.9,1,2,23,male  ,yes
